"","case","year","month","date","time","location","age","race","gender","type","history","history_num","bond","detention","trial","trial_status","result"
"6297",6297,2022,2,2022-02-16,"After","Other Place",40,"White","Male","B",1,6,3000,161,FALSE,"n/a","Guilty Plea"
"6298",6298,2019,10,2019-10-06,"Before","Other Place",36,"Black","Male","B",1,7,3500,15,FALSE,"n/a","Guilty Plea"
"6299",6299,2022,10,2022-10-12,"After","Harris County",38,"Black","Male","B",1,10,0,1,TRUE,"Released","Acquitted"
"6300",6300,2020,10,2020-10-23,"After","Other Place",26,"Black","Male","B",1,3,1500,1,FALSE,"n/a","Guilty Plea"
"6301",6301,2018,9,2018-09-06,"Before","Other Place",19,"White","Male","Violent",1,18,10000,25,FALSE,"n/a","Guilty Plea"
"6302",6302,2019,12,2019-12-20,"Before","Other Place",24,"Latinx","Male","A",1,2,2000,1,FALSE,"n/a","Guilty Plea"
"6303",6303,2017,12,2017-12-12,"Before","Harris County",20,"White","Male","Violent",0,1,1500,55,FALSE,"n/a","Guilty Plea"
"6304",6304,2019,10,2019-10-03,"Before","Other Place",25,"Latinx","Male","Violent",1,11,10000,2,FALSE,"n/a","Guilty Plea"
"6305",6305,2021,11,2021-11-29,"After","Harris County",25,"White","Male","B",1,13,0,1,FALSE,"n/a","Dismissed"
"6306",6306,2021,8,2021-08-08,"After","Other Place",29,"White","Male","B",1,2,1000,52,FALSE,"n/a","Guilty Plea"
"6307",6307,2019,2,2019-02-12,"Before","Other Place",34,"Latinx","Male","B",0,1,500,58,FALSE,"n/a","Guilty Plea"
"6308",6308,2020,3,2020-03-15,"After","Other Place",26,"White","Male","B",1,18,5000,52,FALSE,"n/a","Guilty Plea"
"6309",6309,2022,5,2022-05-26,"After","Harris County",35,"Black","Female","A",1,9,0,1,FALSE,"n/a","Guilty Plea"
"6310",6310,2018,12,2018-12-03,"Before","Other Place",21,"Black","Male","Violent",1,5,7500,10,FALSE,"n/a","Guilty Plea"
"6311",6311,2018,10,2018-10-31,"Before","Harris County",50,"White","Male","Violent",1,2,3000,137,FALSE,"n/a","Guilty Plea"
"6312",6312,2018,6,2018-06-17,"Before","Harris County",38,"Black","Male","Violent",0,1,1500,20,FALSE,"n/a","Guilty Plea"
"6313",6313,2020,10,2020-10-28,"After","Harris County",39,"Black","Female","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6314",6314,2019,9,2019-09-06,"Before","Harris County",38,"White","Male","B",0,1,500,32,FALSE,"n/a","Guilty Plea"
"6315",6315,2022,9,2022-09-15,"After","Harris County",23,"Black","Male","Violent",0,1,0,1,TRUE,"Released","Acquitted"
"6316",6316,2021,4,2021-04-04,"After","Other Place",43,"Black","Male","B",1,4,2000,1,FALSE,"n/a","Guilty Plea"
"6317",6317,2022,10,2022-10-19,"After","Harris County",41,"White","Male","B",1,9,0,1,TRUE,"Released","Acquitted"
"6318",6318,2020,7,2020-07-06,"After","Other Place",29,"Black","Female","B",1,7,3500,1,FALSE,"n/a","Guilty Plea"
"6319",6319,2022,5,2022-05-13,"After","Harris County",30,"Black","Female","B",1,8,0,1,FALSE,"n/a","Guilty Plea"
"6320",6320,2022,10,2022-10-05,"After","Other Place",27,"Black","Male","B",1,5,2500,44,FALSE,"n/a","Dismissed"
"6321",6321,2020,12,2020-12-19,"After","Other Place",34,"White","Male","A",0,1,1000,103,FALSE,"n/a","Dismissed"
"6322",6322,2019,1,2019-01-31,"Before","Other Place",28,"Latinx","Male","A",1,2,2000,14,FALSE,"n/a","Guilty Plea"
"6323",6323,2020,5,2020-05-28,"After","Harris County",33,"Other","Male","Violent",1,4,0,1,FALSE,"n/a","Guilty Plea"
"6324",6324,2021,1,2021-01-10,"After","Harris County",37,"Latinx","Male","A",1,4,0,1,FALSE,"n/a","Dismissed"
"6325",6325,2018,7,2018-07-31,"Before","Other Place",41,"White","Male","Violent",1,6,9000,34,FALSE,"n/a","Guilty Plea"
"6326",6326,2021,9,2021-09-24,"After","Harris County",27,"White","Male","B",1,2,0,1,FALSE,"n/a","Guilty Plea"
"6327",6327,2020,2,2020-02-04,"After","Harris County",21,"Black","Male","B",1,3,0,1,FALSE,"n/a","Guilty Plea"
"6328",6328,2019,5,2019-05-02,"Before","Other Place",29,"Other","Female","A",1,2,2000,111,FALSE,"n/a","Dismissed"
"6329",6329,2018,11,2018-11-28,"Before","Harris County",32,"Latinx","Male","B",1,2,1000,1,FALSE,"n/a","Guilty Plea"
"6330",6330,2022,2,2022-02-23,"After","Other Place",46,"Black","Male","Violent",1,2,3000,4,FALSE,"n/a","Guilty Plea"
"6331",6331,2020,8,2020-08-01,"After","Other Place",31,"White","Male","B",1,6,3000,66,FALSE,"n/a","Guilty Plea"
"6332",6332,2022,9,2022-09-10,"After","Other Place",23,"Black","Male","B",1,6,3000,23,FALSE,"n/a","Guilty Plea"
"6333",6333,2019,5,2019-05-02,"Before","Other Place",27,"White","Male","Violent",0,1,1500,82,FALSE,"n/a","Guilty Plea"
"6334",6334,2017,1,2017-01-21,"Before","Harris County",44,"Other","Male","A",1,7,5000,37,FALSE,"n/a","Dismissed"
"6335",6335,2017,10,2017-10-20,"Before","Harris County",21,"White","Male","B",1,16,5000,1,FALSE,"n/a","Guilty Plea"
"6336",6336,2022,3,2022-03-14,"After","Other Place",38,"White","Male","B",1,9,4500,153,FALSE,"n/a","Guilty Plea"
"6337",6337,2022,8,2022-08-15,"After","Harris County",37,"Black","Male","Violent",1,3,0,1,FALSE,"n/a","Guilty Plea"
"6338",6338,2021,2,2021-02-08,"After","Harris County",21,"Black","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6339",6339,2020,5,2020-05-10,"After","Other Place",47,"Black","Male","A",1,5,5000,1,FALSE,"n/a","Guilty Plea"
"6340",6340,2021,5,2021-05-26,"After","Other Place",33,"Black","Male","B",0,1,500,1,FALSE,"n/a","Dismissed"
"6341",6341,2020,8,2020-08-28,"After","Harris County",31,"White","Male","B",1,3,0,1,FALSE,"n/a","Dismissed"
"6342",6342,2020,8,2020-08-05,"After","Harris County",26,"White","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"6343",6343,2022,6,2022-06-23,"After","Harris County",43,"Latinx","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6344",6344,2022,5,2022-05-20,"After","Harris County",34,"Black","Male","Violent",1,7,0,1,TRUE,"Released","Acquitted"
"6345",6345,2018,4,2018-04-11,"Before","Harris County",33,"White","Male","B",1,2,1000,1,FALSE,"n/a","Guilty Plea"
"6346",6346,2018,10,2018-10-29,"Before","Other Place",24,"White","Male","B",0,1,500,164,FALSE,"n/a","Guilty Plea"
"6347",6347,2018,1,2018-01-26,"Before","Other Place",30,"White","Male","B",1,11,5000,1,FALSE,"n/a","Guilty Plea"
"6348",6348,2022,10,2022-10-14,"After","Other Place",27,"Black","Male","Violent",1,8,10000,88,FALSE,"n/a","Guilty Plea"
"6349",6349,2022,6,2022-06-09,"After","Other Place",26,"White","Male","B",1,24,5000,1,FALSE,"n/a","Guilty Plea"
"6350",6350,2021,3,2021-03-06,"After","Other Place",23,"Black","Male","B",1,6,3000,1,FALSE,"n/a","Guilty Plea"
"6351",6351,2017,8,2017-08-30,"Before","Harris County",23,"White","Male","B",1,12,5000,19,FALSE,"n/a","Dismissed"
"6352",6352,2022,8,2022-08-18,"After","Other Place",39,"White","Male","A",1,8,5000,5,FALSE,"n/a","Guilty Plea"
"6353",6353,2017,11,2017-11-30,"Before","Harris County",29,"Black","Male","B",1,4,2000,105,FALSE,"n/a","Guilty Plea"
"6354",6354,2020,3,2020-03-27,"After","Other Place",27,"White","Male","B",1,17,5000,1,FALSE,"n/a","Guilty Plea"
"6355",6355,2021,12,2021-12-06,"After","Harris County",26,"Black","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"6356",6356,2019,7,2019-07-20,"Before","Other Place",46,"Latinx","Male","Violent",1,12,10000,70,FALSE,"n/a","Guilty Plea"
"6357",6357,2020,1,2020-01-21,"After","Harris County",33,"Black","Male","B",0,1,0,1,TRUE,"Released","Acquitted"
"6358",6358,2022,7,2022-07-09,"After","Harris County",19,"Black","Male","Violent",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6359",6359,2021,3,2021-03-06,"After","Other Place",23,"Black","Male","Violent",1,3,4500,1,FALSE,"n/a","Guilty Plea"
"6360",6360,2018,2,2018-02-02,"Before","Harris County",29,"Black","Male","B",0,1,500,261,FALSE,"n/a","Guilty Plea"
"6361",6361,2022,8,2022-08-23,"After","Other Place",34,"Latinx","Male","B",1,7,3500,1,TRUE,"Released","Acquitted"
"6362",6362,2021,10,2021-10-25,"After","Harris County",29,"White","Male","Violent",1,6,0,1,FALSE,"n/a","Dismissed"
"6363",6363,2018,10,2018-10-19,"Before","Other Place",32,"White","Male","B",1,13,5000,1,FALSE,"n/a","Dismissed"
"6364",6364,2022,6,2022-06-11,"After","Harris County",40,"Black","Male","A",1,11,0,1,FALSE,"n/a","Guilty Plea"
"6365",6365,2019,1,2019-01-28,"Before","Harris County",31,"White","Male","Violent",0,1,1500,34,FALSE,"n/a","Guilty Plea"
"6366",6366,2020,8,2020-08-01,"After","Harris County",28,"White","Male","B",1,10,0,1,FALSE,"n/a","Dismissed"
"6367",6367,2018,11,2018-11-29,"Before","Harris County",47,"Latinx","Male","A",0,1,1000,2,FALSE,"n/a","Guilty Plea"
"6368",6368,2019,9,2019-09-20,"Before","Harris County",40,"White","Male","B",1,5,2500,49,FALSE,"n/a","Guilty Plea"
"6369",6369,2019,11,2019-11-05,"Before","Harris County",22,"White","Male","Violent",0,1,1500,71,FALSE,"n/a","Dismissed"
"6370",6370,2022,10,2022-10-08,"After","Harris County",42,"Black","Female","B",1,10,0,1,FALSE,"n/a","Guilty Plea"
"6371",6371,2017,5,2017-05-11,"Before","Harris County",26,"Latinx","Male","B",0,1,500,54,FALSE,"n/a","Guilty Plea"
"6372",6372,2017,1,2017-01-31,"Before","Other Place",39,"White","Male","Violent",1,3,4500,9,FALSE,"n/a","Guilty Plea"
"6373",6373,2018,4,2018-04-09,"Before","Other Place",45,"Latinx","Male","A",1,3,3000,1,FALSE,"n/a","Guilty Plea"
"6374",6374,2019,1,2019-01-15,"Before","Other Place",28,"Latinx","Male","B",1,3,1500,1,FALSE,"n/a","Guilty Plea"
"6375",6375,2019,7,2019-07-27,"Before","Harris County",20,"Black","Male","Violent",1,4,6000,136,TRUE,"Detained","Convicted"
"6376",6376,2022,9,2022-09-06,"After","Other Place",32,"White","Male","Violent",0,1,1500,4,FALSE,"n/a","Guilty Plea"
"6377",6377,2018,7,2018-07-25,"Before","Harris County",39,"Black","Male","A",1,5,5000,55,FALSE,"n/a","Guilty Plea"
"6378",6378,2019,4,2019-04-29,"Before","Harris County",36,"Black","Male","Violent",1,2,3000,6,FALSE,"n/a","Guilty Plea"
"6379",6379,2018,2,2018-02-22,"Before","Other Place",31,"White","Male","B",1,2,1000,1,FALSE,"n/a","Dismissed"
"6380",6380,2019,5,2019-05-06,"Before","Harris County",20,"Black","Male","B",0,1,500,58,FALSE,"n/a","Guilty Plea"
"6381",6381,2022,9,2022-09-21,"After","Other Place",35,"White","Male","B",1,3,1500,12,FALSE,"n/a","Guilty Plea"
"6382",6382,2019,9,2019-09-06,"Before","Harris County",20,"White","Male","A",0,1,1000,87,TRUE,"Released","Acquitted"
"6383",6383,2019,6,2019-06-17,"Before","Other Place",32,"White","Male","B",1,5,2500,1,FALSE,"n/a","Dismissed"
"6384",6384,2019,6,2019-06-24,"Before","Harris County",42,"White","Male","Violent",0,1,1500,26,FALSE,"n/a","Guilty Plea"
"6385",6385,2018,9,2018-09-26,"Before","Harris County",19,"White","Female","B",1,6,3000,5,FALSE,"n/a","Guilty Plea"
"6386",6386,2020,9,2020-09-06,"After","Harris County",29,"White","Male","A",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6387",6387,2020,4,2020-04-12,"After","Other Place",40,"White","Female","A",1,8,5000,34,FALSE,"n/a","Guilty Plea"
"6388",6388,2019,2,2019-02-01,"Before","Harris County",35,"White","Male","A",1,2,2000,19,FALSE,"n/a","Dismissed"
"6389",6389,2018,9,2018-09-19,"Before","Other Place",33,"Black","Male","A",1,7,5000,1,FALSE,"n/a","Guilty Plea"
"6390",6390,2020,3,2020-03-29,"After","Other Place",40,"White","Male","A",1,28,5000,19,FALSE,"n/a","Dismissed"
"6391",6391,2018,2,2018-02-11,"Before","Harris County",24,"White","Male","Violent",0,1,1500,4,FALSE,"n/a","Guilty Plea"
"6392",6392,2020,9,2020-09-06,"After","Harris County",32,"Latinx","Male","B",1,5,0,1,TRUE,"Released","Convicted"
"6393",6393,2020,12,2020-12-25,"After","Harris County",34,"Black","Male","Violent",1,20,0,1,FALSE,"n/a","Guilty Plea"
"6394",6394,2020,7,2020-07-22,"After","Harris County",28,"White","Male","B",1,13,0,1,FALSE,"n/a","Guilty Plea"
"6395",6395,2021,10,2021-10-05,"After","Other Place",21,"Other","Male","B",1,17,5000,1,FALSE,"n/a","Guilty Plea"
"6396",6396,2019,8,2019-08-25,"Before","Other Place",25,"White","Female","B",1,3,1500,1,FALSE,"n/a","Dismissed"
"6397",6397,2020,8,2020-08-29,"After","Harris County",19,"Black","Male","A",1,8,0,1,FALSE,"n/a","Guilty Plea"
"6398",6398,2021,11,2021-11-28,"After","Other Place",28,"Latinx","Male","A",1,2,2000,1,FALSE,"n/a","Guilty Plea"
"6399",6399,2017,1,2017-01-25,"Before","Other Place",46,"White","Male","Violent",1,19,10000,7,FALSE,"n/a","Dismissed"
"6400",6400,2020,1,2020-01-25,"After","Harris County",32,"White","Male","A",1,2,0,1,FALSE,"n/a","Dismissed"
"6401",6401,2018,10,2018-10-07,"Before","Harris County",21,"Black","Male","Violent",1,4,6000,46,FALSE,"n/a","Guilty Plea"
"6402",6402,2022,1,2022-01-16,"After","Harris County",44,"White","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6403",6403,2018,3,2018-03-11,"Before","Harris County",30,"Black","Male","B",1,9,4500,23,FALSE,"n/a","Guilty Plea"
"6404",6404,2018,4,2018-04-02,"Before","Harris County",39,"White","Male","B",1,4,2000,1,FALSE,"n/a","Dismissed"
"6405",6405,2021,12,2021-12-08,"After","Other Place",36,"Latinx","Female","B",1,4,2000,15,FALSE,"n/a","Guilty Plea"
"6406",6406,2021,11,2021-11-09,"After","Harris County",24,"White","Female","B",1,10,0,1,FALSE,"n/a","Guilty Plea"
"6407",6407,2022,7,2022-07-26,"After","Harris County",29,"White","Male","Violent",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6408",6408,2022,4,2022-04-15,"After","Harris County",27,"Black","Male","Violent",1,2,0,1,FALSE,"n/a","Guilty Plea"
"6409",6409,2021,1,2021-01-12,"After","Other Place",32,"White","Male","Violent",1,2,3000,25,FALSE,"n/a","Dismissed"
"6410",6410,2022,2,2022-02-23,"After","Other Place",38,"White","Female","B",0,1,500,1,FALSE,"n/a","Dismissed"
"6411",6411,2022,10,2022-10-11,"After","Harris County",49,"Black","Male","B",1,5,0,1,FALSE,"n/a","Guilty Plea"
"6412",6412,2020,10,2020-10-19,"After","Harris County",29,"Black","Female","B",1,10,0,1,TRUE,"Released","Acquitted"
"6413",6413,2020,7,2020-07-18,"After","Other Place",44,"Black","Female","B",1,5,2500,47,FALSE,"n/a","Guilty Plea"
"6414",6414,2017,7,2017-07-10,"Before","Harris County",48,"Black","Female","A",0,1,1000,8,FALSE,"n/a","Guilty Plea"
"6415",6415,2017,7,2017-07-19,"Before","Harris County",19,"White","Male","B",1,12,5000,92,FALSE,"n/a","Dismissed"
"6416",6416,2017,12,2017-12-14,"Before","Harris County",34,"Black","Male","Violent",0,1,1500,95,FALSE,"n/a","Guilty Plea"
"6417",6417,2020,6,2020-06-19,"After","Other Place",27,"Latinx","Male","B",1,3,1500,32,FALSE,"n/a","Guilty Plea"
"6418",6418,2020,11,2020-11-06,"After","Harris County",59,"Black","Male","A",1,2,0,1,FALSE,"n/a","Guilty Plea"
"6419",6419,2018,10,2018-10-10,"Before","Harris County",24,"White","Female","B",1,2,1000,15,FALSE,"n/a","Dismissed"
"6420",6420,2020,10,2020-10-15,"After","Other Place",19,"Latinx","Female","B",1,7,3500,44,TRUE,"Released","Acquitted"
"6421",6421,2019,4,2019-04-22,"Before","Harris County",39,"White","Male","A",1,2,2000,1,FALSE,"n/a","Dismissed"
"6422",6422,2018,10,2018-10-11,"Before","Other Place",38,"Latinx","Male","A",1,8,5000,1,FALSE,"n/a","Dismissed"
"6423",6423,2022,10,2022-10-18,"After","Other Place",22,"Latinx","Male","A",1,16,5000,16,FALSE,"n/a","Dismissed"
"6424",6424,2022,12,2022-12-07,"After","Harris County",29,"Black","Female","A",0,1,0,1,FALSE,"n/a","Dismissed"
"6425",6425,2017,9,2017-09-26,"Before","Harris County",21,"Other","Male","Violent",0,1,1500,58,FALSE,"n/a","Dismissed"
"6426",6426,2020,4,2020-04-16,"After","Harris County",31,"White","Male","B",1,5,0,1,FALSE,"n/a","Guilty Plea"
"6427",6427,2018,11,2018-11-30,"Before","Other Place",26,"Black","Male","B",1,9,4500,12,FALSE,"n/a","Guilty Plea"
"6428",6428,2018,5,2018-05-20,"Before","Harris County",26,"Black","Male","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"6429",6429,2021,7,2021-07-11,"After","Harris County",32,"Black","Male","A",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6430",6430,2020,12,2020-12-24,"After","Harris County",26,"White","Male","Violent",1,4,0,1,FALSE,"n/a","Dismissed"
"6431",6431,2020,6,2020-06-24,"After","Harris County",36,"Latinx","Male","B",1,15,0,1,FALSE,"n/a","Guilty Plea"
"6432",6432,2018,3,2018-03-07,"Before","Other Place",38,"Latinx","Male","A",0,1,1000,1,TRUE,"Released","Acquitted"
"6433",6433,2018,10,2018-10-26,"Before","Other Place",23,"Black","Male","B",1,17,5000,5,FALSE,"n/a","Guilty Plea"
"6434",6434,2017,2,2017-02-12,"Before","Other Place",19,"White","Male","B",1,3,1500,1,FALSE,"n/a","Dismissed"
"6435",6435,2019,1,2019-01-17,"Before","Harris County",34,"Black","Male","Violent",1,2,3000,1,FALSE,"n/a","Guilty Plea"
"6436",6436,2019,4,2019-04-25,"Before","Harris County",21,"White","Male","B",1,4,2000,1,FALSE,"n/a","Dismissed"
"6437",6437,2022,4,2022-04-28,"After","Harris County",30,"Latinx","Male","B",1,3,0,1,FALSE,"n/a","Guilty Plea"
"6438",6438,2019,4,2019-04-19,"Before","Harris County",40,"Black","Male","A",0,1,1000,2,FALSE,"n/a","Guilty Plea"
"6439",6439,2018,9,2018-09-13,"Before","Harris County",20,"White","Male","B",1,4,2000,1,FALSE,"n/a","Dismissed"
"6440",6440,2021,6,2021-06-07,"After","Harris County",20,"White","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6441",6441,2021,5,2021-05-16,"After","Harris County",48,"White","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6442",6442,2020,5,2020-05-10,"After","Harris County",44,"White","Male","B",1,10,0,1,FALSE,"n/a","Dismissed"
"6443",6443,2020,4,2020-04-15,"After","Harris County",38,"Latinx","Male","A",1,5,0,1,FALSE,"n/a","Guilty Plea"
"6444",6444,2018,9,2018-09-28,"Before","Other Place",40,"Black","Male","A",1,2,2000,1,FALSE,"n/a","Guilty Plea"
"6445",6445,2021,4,2021-04-01,"After","Other Place",24,"Black","Male","A",1,19,5000,1,FALSE,"n/a","Guilty Plea"
"6446",6446,2017,4,2017-04-03,"Before","Harris County",20,"White","Male","A",1,8,5000,26,FALSE,"n/a","Guilty Plea"
"6447",6447,2017,8,2017-08-27,"Before","Harris County",19,"White","Female","A",1,15,5000,49,FALSE,"n/a","Dismissed"
"6448",6448,2020,9,2020-09-01,"After","Harris County",34,"Other","Female","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6449",6449,2021,8,2021-08-23,"After","Harris County",26,"Black","Male","Violent",1,5,0,1,TRUE,"Released","Convicted"
"6450",6450,2022,7,2022-07-15,"After","Harris County",35,"Other","Male","B",1,18,0,1,FALSE,"n/a","Guilty Plea"
"6451",6451,2019,6,2019-06-05,"Before","Other Place",32,"White","Male","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"6452",6452,2022,9,2022-09-16,"After","Other Place",33,"White","Male","Violent",1,2,3000,29,FALSE,"n/a","Guilty Plea"
"6453",6453,2019,9,2019-09-02,"Before","Harris County",35,"White","Male","B",1,3,1500,5,FALSE,"n/a","Dismissed"
"6454",6454,2018,11,2018-11-20,"Before","Harris County",28,"Black","Female","Violent",1,12,10000,6,FALSE,"n/a","Guilty Plea"
"6455",6455,2021,5,2021-05-29,"After","Harris County",25,"White","Male","Violent",1,12,0,1,FALSE,"n/a","Guilty Plea"
"6456",6456,2020,8,2020-08-04,"After","Other Place",28,"Latinx","Male","B",1,6,3000,6,FALSE,"n/a","Dismissed"
"6457",6457,2021,6,2021-06-11,"After","Harris County",30,"Black","Male","A",1,10,0,1,FALSE,"n/a","Guilty Plea"
"6458",6458,2021,2,2021-02-03,"After","Harris County",23,"Black","Male","B",1,10,0,1,FALSE,"n/a","Dismissed"
"6459",6459,2021,1,2021-01-23,"After","Harris County",39,"Black","Male","B",1,4,0,1,FALSE,"n/a","Guilty Plea"
"6460",6460,2021,12,2021-12-26,"After","Other Place",20,"White","Male","B",0,1,500,4,FALSE,"n/a","Dismissed"
"6461",6461,2017,3,2017-03-13,"Before","Harris County",30,"White","Male","A",1,5,5000,26,FALSE,"n/a","Guilty Plea"
"6462",6462,2021,10,2021-10-17,"After","Harris County",34,"White","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"6463",6463,2019,10,2019-10-25,"Before","Other Place",36,"Latinx","Male","Violent",1,2,3000,1,FALSE,"n/a","Guilty Plea"
"6464",6464,2020,12,2020-12-31,"After","Harris County",30,"White","Male","B",1,9,0,1,FALSE,"n/a","Guilty Plea"
"6465",6465,2022,6,2022-06-14,"After","Harris County",30,"Latinx","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6466",6466,2018,9,2018-09-14,"Before","Harris County",28,"Latinx","Male","B",1,2,1000,11,FALSE,"n/a","Dismissed"
"6467",6467,2021,9,2021-09-15,"After","Other Place",27,"Black","Male","Violent",0,1,1500,11,FALSE,"n/a","Guilty Plea"
"6468",6468,2020,10,2020-10-13,"After","Harris County",47,"Black","Male","A",1,7,0,1,FALSE,"n/a","Guilty Plea"
"6469",6469,2019,3,2019-03-21,"Before","Harris County",18,"White","Male","B",1,9,4500,69,FALSE,"n/a","Dismissed"
"6470",6470,2022,3,2022-03-01,"After","Other Place",34,"White","Female","A",0,1,1000,1,TRUE,"Released","Acquitted"
"6471",6471,2019,7,2019-07-30,"Before","Harris County",36,"Latinx","Male","A",0,1,1000,66,FALSE,"n/a","Guilty Plea"
"6472",6472,2017,1,2017-01-02,"Before","Harris County",26,"Black","Female","B",1,4,2000,109,FALSE,"n/a","Guilty Plea"
"6473",6473,2019,4,2019-04-14,"Before","Other Place",38,"White","Male","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"6474",6474,2017,4,2017-04-22,"Before","Other Place",39,"White","Male","B",1,3,1500,1,FALSE,"n/a","Dismissed"
"6475",6475,2021,9,2021-09-06,"After","Other Place",24,"Black","Female","B",1,10,5000,12,TRUE,"Released","Acquitted"
"6476",6476,2019,3,2019-03-20,"Before","Other Place",25,"Black","Male","Violent",1,4,6000,3,TRUE,"Released","Acquitted"
"6477",6477,2022,3,2022-03-18,"After","Other Place",18,"Black","Male","B",1,3,1500,6,FALSE,"n/a","Guilty Plea"
"6478",6478,2021,5,2021-05-02,"After","Harris County",24,"Black","Male","Violent",0,1,0,1,FALSE,"n/a","Dismissed"
"6479",6479,2021,3,2021-03-06,"After","Other Place",34,"White","Male","Violent",0,1,1500,53,FALSE,"n/a","Guilty Plea"
